zrodlo,qid,pytanie,gold_answer,aliases,passaz,passaz_url,dataset_config,dataset_split,source_question_id
triviaqa,triviaqa_qw_6112,"What is a name for a type of private club in city outskirts or rural areas that usually offers a variety of recreational sports facilities such as golf, tennis, swimming and polo?",Country club,Country club|Golf club (institution)|Tropicana Country Club|Country clubs,,,rc.nocontext,validation,qw_6112
triviaqa,triviaqa_sfq_10001,Which month of the year came second in the Roman calendar?,April,April|㋃|April 31|31 April|April (month),,,rc.nocontext,validation,sfq_10001
triviaqa,triviaqa_bb_5700,"Introduced in 1894 and one of the world's oldest trademarks, Bibendum is better known as what?",The Michelin Man,The Michelin Man|Michelin Man,,,rc.nocontext,validation,bb_5700
triviaqa,triviaqa_qb_8254,How many ‘Triangles’ are there on the logo of car manufacturer BMW?,Four,Four|4,,,rc.nocontext,validation,qb_8254
triviaqa,triviaqa_qw_808,"What is the next in the series: 1, 16, 81, 256, 625 ?",1296,"1296|one thousand, two hundred and ninety-six",,,rc.nocontext,validation,qw_808
triviaqa,triviaqa_sfq_22210,"Which businessman on his elevation to the House of Lords, by Gordon Brown, in 2000, took the title Baron of Clapton?",Alan Sugar,"Alan Sugar|Alan Michael Sugar|Alan Sugar, Baron Sugar|Barron sugar of clapton|The Lord Sugar|Sir Alan Sugar, Baron Sugar|Sir Alan Sugar|Alan Michael Sugar, Baron Sugar|Lord Sugar|Baron Sugar of Clapton|Sir alan|Barron Sugar|Sir Alan Michael Sugar|Baron Sugar|Alan Sugar, Baron Sugar of Hackney|Lord Alan Sugar",,,rc.nocontext,validation,sfq_22210
triviaqa,triviaqa_odql_1078,"Which 19th century British novelist, who worked as a Surveyor for the Post Office, was reputedly instrumental in the introduction of the pillar box in 1852?",ANTHONY TROLLOPE,ANTHONY TROLLOPE|A Trollope|Anthony Trollop,,,rc.nocontext,validation,odql_1078
triviaqa,triviaqa_dpql_2849,Mrs Darrell Waters books were translated into 120 languages. What was her pen name?,Enid Blyton,"Enid Blyton|Blyton, Enid|Enid Blyton's Short-Stories|Enid Bylton|Enid Mary Blyton|Enid Blighton|Enid Blyton's short stories",,,rc.nocontext,validation,dpql_2849
triviaqa,triviaqa_qg_3321,"What noted English chemist and physicist, born on Sept 22, 1791, is responsible for the electromagnet and has the SI unit of capacitance named for him?",Michael Faraday,Michael Faraday|Michael farraday|M. Faraday|Michael Farady|Faraday death|Micheal Faraday,,,rc.nocontext,validation,qg_3321
triviaqa,triviaqa_odql_9905,"In 1986, whilst facing England which West Indian batsman scored the fastest ever Test century in just 56 balls?",VIV RICHARDS,"VIV RICHARDS|Sir Vivian Richards|Isaac Vivian Alexander Richards|IVA Richards|Sir Isaac Vivian Alexander Richards, KNH|Vivian Richards|Sir Isaac Vivian Alexander Richards KNH|Sir Isaac Vivian Alexander Richards|Sir Viv Richards|Sir Viv",,,rc.nocontext,validation,odql_9905
triviaqa,triviaqa_bb_1194,"In November 1935, which British prime minister returned to office after a general election?",Stanley Baldwin,"Stanley Baldwin|Stanley, 1st Earl Baldwin of Bewdley Baldwin|Stanley Baldwin, 1st Earl Baldwin of Bewdley, KG, PC|Stanley, 1st Earl Baldwin of Bewdley, Viscount Corvedale of Corvedale Baldwin|Stanley Baldwin, 1st Earl Baldwin of Bewdley|Baldwin, Stanley, 1st Earl Baldwin of Bewdley",,,rc.nocontext,validation,bb_1194
triviaqa,triviaqa_qb_6552,The Suez Canal joins the Red Sea and which other body of water?,Mediterranean Sea,Mediterranean Sea|West Mediterranean|Pollution of the Mediterranean Sea|Mediterannean Sea|Mediterranian Sea|Western Mediterranean|Meditterranean sea|Mediterrannean Sea|Mediterranean coast|Mediterranium sea|Med sea|Overfishing in the Mediterranean Sea|Mediteranean sea|Mediterranean Countries|Roman Sea|Méditerranean Sea|Tourism in the Mediterranean region|Sea of Mediterranea|Mediterranean|Mediterranean Ocean|Roman Mediterranean,,,rc.nocontext,validation,qb_6552
triviaqa,triviaqa_dpql_2139,Which “Thom” is Radiohead’s lead singer and principal songwriter?,Thom Yorke,"Thom Yorke|Thomas Edward Yorke|Yorke, Tom (Radiohead)|Yorke, Thom (Radiohead)|Thom York (musician)|Thom York|Thom Yorke (Radiohead)|Thom Yorke (musician)|Thom E. Yorke|Yorke, Tom|Yorke, Thom|York, Thom|Thom York (Radiohead)|Tom Yorke|Tom Yorke (musician)|York, Thom (Radiohead)|Tom Yorke (Radiohead)|Yorke (Radiohead)",,,rc.nocontext,validation,dpql_2139
triviaqa,triviaqa_sfq_223,What was the name of the type of art particularly associated with Salvador Dali?,Surrealism,Surrealism|History of surrealism|Surrealism in the arts|Surrealism (art)|Surrealism in the United States,,,rc.nocontext,validation,sfq_223
triviaqa,triviaqa_sfq_13790,Coxa is the medical name for which joint of the human body?,HIP,HIP|Hip (disambiguation),,,rc.nocontext,validation,sfq_13790
triviaqa,triviaqa_bb_4773,"G-BOAG, G-BOAC, and F-BVFC and the tragic F-BTSC designated what iconic 20thC invention?",Concorde,Concorde|Concorde SST|BAC Concorde|Concorde (aeroplane)|Concorde (plane)|Aerospatiale Concorde|Concorde (airplane)|Aerospatiale-BAC Concorde|Airbus Concorde|Aerospatiale-British Aerospace Concorde|Son of Concorde|Aerospatiale-BAC Concorde SST|Aérospatiale/British Aerospace Concorde|Bae/Aerospatiale Concorde|Bae/Aérospatiale Concorde|Aérospatiale-BAC Concorde|The Concorde|Aerospatiale/BAC Concorde 206|Aérospatiale Concorde,,,rc.nocontext,validation,bb_4773
triviaqa,triviaqa_odql_5478,The painting 'Faithful Unto Death' can be found in Liverpool's Walker Art Gallery. Who painted it?,SIR EDWARD JOHN POYNTER,"SIR EDWARD JOHN POYNTER|Sir Edward Poynter, 1st Baronet|Edward Poynter|Edward John Poynter|Sir Edward Poynter|EJ Poynter",,,rc.nocontext,validation,odql_5478
triviaqa,triviaqa_jp_1403,What country does Waterford crystal come from?,Ireland,Ireland|Island ireland|Ireland (region)|West Coast of Ireland|The island of Ireland|Ireland (island)|Ireland Ulster|Population of Ireland|Ireland and Ulster|Symbol of Ireland|Island of Ireland,,,rc.nocontext,validation,jp_1403
triviaqa,triviaqa_jp_931,What boy with a girl's name was sung about by Johnny Cash?,Sue,Sue|Sue (disambiguation),,,rc.nocontext,validation,jp_931
triviaqa,triviaqa_sfq_25402,"What was the name of the character played by Michael Caine in a total of five films, the first of which was ‘The Ipcress File’?",Harry Palmer,"Harry Palmer|Palmer, Harry",,,rc.nocontext,validation,sfq_25402
triviaqa,triviaqa_qb_7207,How many times did Actress Zsa Zsa Gabor marry?,Nine,Nine|9,,,rc.nocontext,validation,qb_7207
triviaqa,triviaqa_qg_460,"What famed British naturalist, born on Feb 12, 1809, wrote a book famously subtitled ""the Preservation of Favoured Races in the Struggle for Life""?",Charles Darwin,"Charles Darwin|Charles R. Darwin|Www.darwin200.org.uk|Charles R Darwin|Darwin200|Darwin 200|Charles Darwin's|CR Darwin|C. R. Darwin|Charles Robert Darwin|Chuck Darwin|C darwin|Mary Darwin|Darwin, Charles|Charels darwin",,,rc.nocontext,validation,qg_460
triviaqa,triviaqa_wh_3978,Which English producer and screenwriter is responsible for the creation of the fictional school Grange Hill ?,Phil REDMOND,Phil REDMOND|Phillip redmond,,,rc.nocontext,validation,wh_3978
triviaqa,triviaqa_bb_8736,Yukio Hatoyama was sworn in as the sixtieth prime minister of which country?,Japan,Japan|日本國|State of Japan|Modern–era Japan|Etymology of Japan|Japan (country)|Republic of Japan|日本|The State of Japan|JPN|日本国|🗾,,,rc.nocontext,validation,bb_8736
triviaqa,triviaqa_qz_4945,Which South African fast bowler had the nickname White Lightning,Allan Donald,Allan Donald|Allan Anthony Donald,,,rc.nocontext,validation,qz_4945
triviaqa,triviaqa_dpql_1607,Clyde Tombaugh discovered which celestial object in our solar system in 1930?,PLUTO,PLUTO|Operation PLUTO,,,rc.nocontext,validation,dpql_1607
triviaqa,triviaqa_dpql_1384,Who created the ‘A’ Line in 1955?,Christian Dior,Christian Dior|Dior Monsieur,,,rc.nocontext,validation,dpql_1384
triviaqa,triviaqa_qb_9129,"Who designed the red telephone box, which first appeared in London in 1926?",Sir Giles Gilbert Scott,"Sir Giles Gilbert Scott|Sir Giles Gilbert Scott, OM, FRIBA|Giles Gilbert Scott",,,rc.nocontext,validation,qb_9129
triviaqa,triviaqa_odql_10846,What is the family home of the Spencer family for over 500 years?,Althorp,"Althorp|Althorp House|Althorp, Northamptonshire",,,rc.nocontext,validation,odql_10846
triviaqa,triviaqa_dpql_5135,What 17th- and 18th-century weapon was a short flintlock gun with a large bore?,BLUNDERBUSS,BLUNDERBUSS|Blunderbuss pistol|Iron blunderbuss,,,rc.nocontext,validation,dpql_5135
triviaqa,triviaqa_sfq_16531,With which pop group is Lou Reed associated?,Velvet Underground,Velvet Underground|The Velvet Underground,,,rc.nocontext,validation,sfq_16531
triviaqa,triviaqa_dpql_2667,The word sacerdotal means relating to what?,The Priesthood,The Priesthood|Priesthood,,,rc.nocontext,validation,dpql_2667
triviaqa,triviaqa_bb_1886,"What is the climate change agreement aimed at stabilizing greenhouse gas levels in the atmosphere, named after the Japanese city in which participating nations agreed its framework in 1997?",Kyoto Protocol,Kyoto Protocol|Kyoto Protocol to the United Nations Framework Convention on Climate Change|Kioto protocol|Kyoto Treaty|Opposition to the Kyoto Protocol|Kyoto Conference on Climate Change|Kyoto Climate Change Treaty|Kyoto Protocol on Global Warming|Kyoto accord|Kyoto-Protocol|Doha amendment to the Kyoto Protocol|The Kyoto Protocol|Kyoto protocols|Kyōto Protocol|Kyoto Accords|Kyoto agreement|Kyoto Mechanisms|Kyoto Credits|Koyoto protocol|Kyoto Pact|Climate Change-Kyoto Protocol|Conference of the Parties (Kyoto Protocol)|1997 Kyoto Protocol|Kyoto Protocal,,,rc.nocontext,validation,bb_1886
triviaqa,triviaqa_sfq_24848,H'Angus the Monkey is the mascot of which English football club?,Hartlepool United,Hartlepool United|Hartlepool F.C.|Hartlepools United FC|Hartlepool Utd|Hartlepool Utd.|Hartlepool Football Club|Hartlepool United F.C.|Hartlepool United Football Club|Hartlepools United F.C.|Hartlepool United F C|Hartlepool United FC|Hartlepools United|Hartlepool United F.C|Hartlepool FC,,,rc.nocontext,validation,sfq_24848
triviaqa,triviaqa_qw_11743,"Which Spaniard, from 1518, overcame Montezuma, captured Mexico City and became Governor-General of much of Mexico?",Hernando Cortes,"Hernando Cortes|Hernando Cortés|Cortes the conquistador|Hernando cortez|Hernan Cortes de Monroy Pizarro|Hernan Fernando Cortes|Hernan Cortes|Hernán Cortes|Hernando Cortes de Monroy Pizarro, 1st Marques del Valle de Oaxaca|Hernan Cortes de Monroy Pizarro, 1st Marques del Valle de Oaxaca|Hernando Cortéz|Hernan, Marques Del Valle de Oaxaca Cortes|Hernando Cortes de Monroy Pizarro|Hernando Cortes (explorer)",,,rc.nocontext,validation,qw_11743
triviaqa,triviaqa_qg_3670,"What kind of singing, from the Italian for Manner of the Church, features singers without any musical accompaniment?",A capella,A capella|A-capella|Capella music,,,rc.nocontext,validation,qg_3670
triviaqa,triviaqa_bb_8442,Gwyl San Steffan is the name for 26th December (St Stephen's Day or Boxing Day) in which country?,Wales,"Wales|Climate of Wales|Autonomous Province of Wales|Cymru / wales|Rain in Wales|Wales, UK|Etymology of Wales|Wales, United Kingdom|Communications in Wales|The Principality of Wales|Wales, U.K.",,,rc.nocontext,validation,bb_8442
triviaqa,triviaqa_sfq_1538,What was the name of the home of the Norse gods?,Asgard,Asgard,,,rc.nocontext,validation,sfq_1538
triviaqa,triviaqa_sfq_22152,"Name the year in which Driving Miss Daisy won the Best Picture Oscar, Mikhail Gorbachev is elected as the first executive President of the Soviet Union and Iraq invaded Kuwait?",1990,"1990|one thousand, nine hundred and ninety",,,rc.nocontext,validation,sfq_22152
triviaqa,triviaqa_qw_9600,Which golf club is designed to hit the ball the furthest distance?,Driver,Driver|Driver (disambiguation)|Driver (film)|Key driver,,,rc.nocontext,validation,qw_9600
triviaqa,triviaqa_odql_12874,Which world war 2 German SS captain and Gestapo member was known as ‘The Butcher of Lyon”?,(Klaus) Barbie,(Klaus) Barbie|Nickolas Barbie|Klaus Barbie|Nikolaus Barbie Jr.|Klaus Barbi|Barbie klaus|Nikolaus Barbie|Barbie Trial|Claus Barbie|Klaus Altmann,,,rc.nocontext,validation,odql_12874
triviaqa,triviaqa_qg_848,Star Trek: TOS was cancelled in 1969 after how many years on the air?,3,3|three,,,rc.nocontext,validation,qg_848
triviaqa,triviaqa_sfq_14892,Precisely where were the Winter Olympics of 1932 and 1980 both held?,Lake Placid,Lake Placid|Lake Placid (disambiguation),,,rc.nocontext,validation,sfq_14892
triviaqa,triviaqa_qg_2955,"Starting 30 years of conflict, the Eritrean War of Independence broke out on Sept 1, 1961, as Eritrean separatists fought for independence from what country?",Ethiopia,Ethiopia|The Democratic Republic Of Ethiopia|Federal Democratic Republic of Ethiopia|Prehistory of Ethiopia|Names of Ethiopia|Name of Ethiopia|Etymology of Ethiopia|Federal Republic of Ethiopia,,,rc.nocontext,validation,qg_2955
triviaqa,triviaqa_qf_2121,The male lead roll was played by whom in the 2001 film Moulin Rouge?,Ewan McGregor,Ewan McGregor|Euan Mcgregor|Ewen McGregor|Filmography of Ewan McGregor|Evan Mcgregor|Ewan MacGregor|Ewan Gordon McGregor|Ewan Macgreggor|Ewan mcgreggor|Ewan magregor|Ewan McGregor filmography,,,rc.nocontext,validation,qf_2121
triviaqa,triviaqa_odql_3223,Who was the founder of the 'Mormon Church'?,JOSEPH SMITH,"JOSEPH SMITH|Joseph Smith Junior|Criticism of Joseph Smith|Joseph Smith (the Mormon Prophet)|Smith, Joseph|Joseph Smith, Jun.|Joseph Smith Jun.|Criticism of Joseph Smith Jr.|Joseph Smith, Junior|Prophet Joseph Smith|Joseph Smith, presidential campaign 1844|Joseph Smith, Jr|Joseph Smith, Jr.|Joseph smiht|Jospeh Smith|Jopseph smith|Joseph Smith Jr.|List of monuments and memorials of Joseph Smith, Jr.|Joseph Smith (Mormon Prophet)|Joseph Smith Jr|Criticism of Joseph Smith, Jr.",,,rc.nocontext,validation,odql_3223
triviaqa,triviaqa_sfq_15417,Which duo had a hit album entitled Sweet Dreams (Are Made of This)?,EURYTHMICS,EURYTHMICS|Eurythmics (band)|The Eurythmics,,,rc.nocontext,validation,sfq_15417
triviaqa,triviaqa_qb_8228,"In Greek mythology, how many heads does Cerberus, the dog who guards the entrance to Hades, usually have?",Three,Three|3,,,rc.nocontext,validation,qb_8228
triviaqa,triviaqa_qb_3073,In which South American country does Angostura Bitters originally come from?,Venezuela,"Venezuela|Venezuela, RB|Republica de Venezuela|The Bolivarian Republic Of Venezuela|Bolivarian Republic of Venezuela|Republica Bolivariana de Venezuela|Republic of Venezuela|República Bolivariana de Venezuela|Etymology of Venezuela|VEN|Venezuela (Bolivarian Republic of)|BRV|Venezuela, Bolivarian Republic of|Name of Venezuela",,,rc.nocontext,validation,qb_3073
triviaqa,triviaqa_wh_752,Which was the first commercial jet airliner to go into service in the UK?,COMET,COMET|☄|Long period comet|Tail (comet)|Dark comet|Short-period comet|Halley-type comet|Long-period comet|Comet Tails|Jupiter-family comet|Jupiter family comet|A1 comet|Coma (comet),,,rc.nocontext,validation,wh_752
triviaqa,triviaqa_sfq_6987,In which field of the arts has American born Annie Leibovitz achieved fame?,PHOTOGRAPHY,"PHOTOGRAPHY|Pet photography|Photography as an art form|Commercial photography|Art Photography|Early photography|Photography, History of|Photography techniques|Photography business|Technology of Photography|Yachting photography",,,rc.nocontext,validation,sfq_6987
triviaqa,triviaqa_wh_1193,Which 18th century stately home is situated one mile south of Woodstock in Oxfordshire?,BLENHEIM PALACE,BLENHEIM PALACE|Blenham Palace|Blennhem palace|Blenheim Park|Blenhem palace|Blenheim Castle|The Pipe Organs of Blenheim Palace|Pipe organs of Blenheim Palace,,,rc.nocontext,validation,wh_1193
triviaqa,triviaqa_sfq_2305,In the Bible who was the mother of King Solomon?,Bathsheba,Bathsheba|Bathsheba at her Bath|Bathsheba at Bath|David and bathsheba|Bathsheba with King David's Letter,,,rc.nocontext,validation,sfq_2305
triviaqa,triviaqa_sfq_559,Glenn Miller played which musical instrument?,Trombone,Trombone|Trombone (instrument)|Trombone slide|Trombone position|Trombone smear|Slide trombone|The Trombone,,,rc.nocontext,validation,sfq_559
triviaqa,triviaqa_qg_2134,"On July 4,1817, construction began on what canal, linking the Great Lakes to the Hudson River, and ultimately, the Atlantic ocean?",Erie Canal,"Erie Canal|Lock 8, Erie Canal|Lock 29, Erie Canal|Lock 28A, Erie Canal|Lock 18, Erie Canal|Lock 2, Erie Canal|Lock 5, Erie Canal|Lock 10, Erie Canal|Lock 24, Erie Canal|Lock 30, Erie Canal|Eire Canal|Lock 9, Erie Canal|Lock 23, Erie Canal|Lock 17, Erie Canal|Lock 11, Erie Canal|Lock 35, Erie Canal|Lock 15, Erie Canal|Lock 32, Erie Canal|Eerie Canal|Lock 4, Erie Canal|Lock 28B, Erie Canal|Lock 21, Erie Canal|Lock 3, Erie Canal|Lock 16, Erie Canal|Lock 13, Erie Canal|Lock 26, Erie Canal|Lock 20, Erie Canal|Lock 33, Erie Canal|Lock 27, Erie Canal|Lock 12, Erie Canal|Lock 19, Erie Canal|Lock 34, Erie Canal|Lock 22, Erie Canal|Lock 25, Erie Canal|Lock 6, Erie Canal|Lock 7, Erie Canal",,,rc.nocontext,validation,qg_2134
triviaqa,triviaqa_sfq_7430,What was the name of the family in the 1960s TV series `Upstairs Downstairs'?,BELLAMY,BELLAMY|Bellamy (disambiguation),,,rc.nocontext,validation,sfq_7430
triviaqa,triviaqa_odql_6097,Franco Alfano completed which Puccini opera after the composers death in 1924?,'TURANDOT','TURANDOT',,,rc.nocontext,validation,odql_6097
triviaqa,triviaqa_qg_2050,"Nostradamus “Bull” Shannon, who also wrote a children’s book entitled Puff the Flesh Eating Dragon, was a bailiff on what long running NBC comedy?",Night Court,Night Court|Night Court (TV series),,,rc.nocontext,validation,qg_2050
triviaqa,triviaqa_wh_122,Over how many complete furlongs is the Chester Cup now run?,EIGHTEEN,EIGHTEEN|18,,,rc.nocontext,validation,wh_122
triviaqa,triviaqa_qw_5351,"Quantrill's Raiders, a loosely organised force of Partisan rangers under the leadership of William Clarke Quantril, fought in which war?",American Civil War,"American Civil War|Civil War in the United States|USA civil war|United States civil war|Civil war usa|Civil War (US)|War of the States|Civil War (U.S. history)|Us Civil war|The War of Northern Agression|Buchanan's War|Civil War (American)|American Secession War|Secession War|U.S. Civil War|Civil War (United States)|The us civil war|Civil War Era|The American Civil War|The U.S. Civil War|The War Between the States|Secession, War of|Civil War States|Civil War of the United States|American States Secession War|Civil War, American|Civil War (U.S.)|Civil war of the us|The War of the Rebellion|American sivil war|U S Civil War|U. S. Civil War",,,rc.nocontext,validation,qw_5351
triviaqa,triviaqa_dpql_4234,Which 1962 ecological classic was written by Rachel Carson?,Silent Spring,Silent Spring|Slient spring|The Silent Spring,,,rc.nocontext,validation,dpql_4234
triviaqa,triviaqa_qz_1291,In which year did St George die?,303,303|three hundred and three,,,rc.nocontext,validation,qz_1291
triviaqa,triviaqa_sfq_7904,"Edward Stanley served three terms as Prime Minister in the 19th century, he was known by what title?",Earl of Derby,"Earl of Derby|The Earl of Derby|Earls of Derby|Lord Stanley, Earl of Derby|Lord Derby",,,rc.nocontext,validation,sfq_7904
triviaqa,triviaqa_qw_3664,"Who has been President of France twice, but never been elected to the position?",Alain Poher,Alain Poher,,,rc.nocontext,validation,qw_3664
triviaqa,triviaqa_bb_8828,The Estoril Grand Prix circuit is in which European country?,Portugal,Portugal|Republic of Portugal|Portugalėjė,,,rc.nocontext,validation,bb_8828
triviaqa,triviaqa_sfq_19282,Blue Gum and Ironbark are species of which genus of Australian tree?,Eucalyptus,Eucalyptus|Eucalyptus tree|Eucalyptus spp.,,,rc.nocontext,validation,sfq_19282
triviaqa,triviaqa_qg_581,Rickets is caused by a lack of what essential element?,Calcium,Calcium|Calcium supplements|Calcium ion|Calcium ions|Calcium compounds|Calcium Supplement|Calcium supplementation,,,rc.nocontext,validation,qg_581
triviaqa,triviaqa_qw_879,"Which Scotsman was given a ship by Americans to harass English shipping near Great Britain, and later became an admiral in the Russian Navy of Catherine The Great?",John Paul Jones,John Paul Jones|Paul Jones (pirate)|John Paul Jones (sailor)|Captain John Paul Jones,,,rc.nocontext,validation,qw_879
triviaqa,triviaqa_bb_362,"London's city bike rental scheme, which launched in 2010, is based on the Bixi project which introduced bike rental to which city?",Montreal,"Montreal|Montreal, QB|Montreal, Que.|Montreal, PQ|Montreal, QC|Montreal, quebec|Montreal, Canada|Sister Cities of Montreal|Montreal (QC)|Montreal, Quebec, Canada|Montreal Skyline|Ville de Montreal|Montreal, Québec|City of Montreal|Montreal, Qc, Canada|The weather in Montreal",,,rc.nocontext,validation,bb_362
triviaqa,triviaqa_sfq_25100,"As well as gold, silver and platinum, objects made of what other material have to be hallmarked by an Assay Office?",PALLADIUM,PALLADIUM|The Palladium,,,rc.nocontext,validation,sfq_25100
triviaqa,triviaqa_odql_4941,"The novels 'Dead Heat', 'Silks' and 'Even Money' were written by Dick Francis and his younger son. What is his son's first name?",FELIX,FELIX|Felix (disambiguation),,,rc.nocontext,validation,odql_4941
triviaqa,triviaqa_odql_4632,Charles Rennie Mackintosh was a leading exponent of which art movement around the 1900's?,ART NOUVEAU,ART NOUVEAU|Art-Nouveau|Art noveau|Art Nouveau Jewellery,,,rc.nocontext,validation,odql_4632
triviaqa,triviaqa_sfq_19,"On which island is the city of Knossos, once the capital of the ancient Minoan civilisation?",CRETE,"CRETE|Geography of Crete|Crete (Greece)|Crete, Greece|Island of Crete, Greece|Crete Periphery",,,rc.nocontext,validation,sfq_19
triviaqa,triviaqa_odql_12890,Dame Judi Dench and which other actress played the Widdington sisters in the 2004 film Ladies in Lavender?,Maggie Smith,"Maggie Smith|Dame Maggie Smith|Dame Maggy Smith|Maggy Smith|Dame Margaret Natalie Smith|Dame Margaret Natalie Smith Cross|Dame Margaret Natalie Smith Cross, DBE|Margaret Natalie Smith Cross|Margaret Natalie Smith Cross, DBE|Dame Margaret Natalie Smith Cross DBE|Dame Smith|Dame M. N. Smith|Dame Margaret Smith",,,rc.nocontext,validation,odql_12890
triviaqa,triviaqa_qf_2590,Who wrote the novel Cider With Rosie?,Laurie Lee,Laurie Lee,,,rc.nocontext,validation,qf_2590
triviaqa,triviaqa_wh_2456,Russia's TU-144 plane was the broad equivalent of which western airliner?,CONCORDE,CONCORDE|Concorde (disambiguation),,,rc.nocontext,validation,wh_2456
triviaqa,triviaqa_tc_245,Who was the director of the CIA from 1976-81?,George Bush,"George Bush|Goerge Bush|George W. Bush (disambiguation)|George Bushe|Georg bush|G Bush|George Bush, President|George Bush (disambiguation)|Bush, George|Geroge Bush",,,rc.nocontext,validation,tc_245
triviaqa,triviaqa_dpql_3790,In which US state is the Green Mountains Range?,Vermont,"Vermont|Sports in Vermont|Transportation in Vermont|United States, Vermont|Transport in Vermont|Vermont (state)|Geography of Vermont|USA, Vermont|Climate of Vermont|Demographics of Vermont|State of Vermont|Vermont USA|USA Vermont|Vermont, USA|Economy of Vermont|Religion in Vermont|Vermont, United States|Vermont, US|Christianity in Vermont|Vermont (U.S. state)",,,rc.nocontext,validation,dpql_3790
triviaqa,triviaqa_qf_96,Chi is the Chinese year of what?,Cock,Cock|Cock (disambiguation),,,rc.nocontext,validation,qf_96
triviaqa,triviaqa_sfq_11522,"Which mischievous fairy, also called Robin Goodfellow, appears in Shakespeare's 'A Midsummer Night's Dream'?",PUCK,PUCK|Puck (disambiguation),,,rc.nocontext,validation,sfq_11522
triviaqa,triviaqa_sfq_9525,Who partnered Jo Durie when she won the Wimbledon mixed doubles title in 1987?,Jeremy Bates,Jeremy Bates|Jeremy Bates (disambiguation),,,rc.nocontext,validation,sfq_9525
triviaqa,triviaqa_qf_1348,"Born 'Lucille LeSueur' , By what name is this actress better known?",Joan Crawford,"Joan Crawford|Crawford, Joan",,,rc.nocontext,validation,qf_1348
triviaqa,triviaqa_qf_1594,What was the first animated film to be nominated for an Oscar for best picture?,Disney's 'Beauty and the Beast',Disney's 'Beauty and the Beast'|Disney's Beauty and the Beast: Belle's Quest|Disney's Beauty and the Beast (video game)|Disney's Beauty and The Beast|Walt Disney's Beauty and the Beast,,,rc.nocontext,validation,qf_1594
triviaqa,triviaqa_bb_1551,The moons of which planet are named after Shakespearian characters?,Uranus,Uranus|Magnetosphere of Uranus|Planet Uranus|♅|Uranus (planet)|Discovery of Uranus|⛢|Uranus (astronomy)|Astronomy Uranus,,,rc.nocontext,validation,bb_1551
triviaqa,triviaqa_qf_1463,Who was the only boxer to win more heavyweight title fights than Mohammed Ali?,Joe Louis,Joe Louis|Joseph Louis Barrow|Joe Louis vs. Billy Conn,,,rc.nocontext,validation,qf_1463
triviaqa,triviaqa_sfq_25255,What is the name of the Maltese physician and psychologist who coined the term “Lateral Thinking” in the 1960s?,EDWARD DE BONO,EDWARD DE BONO|Edward DeBono|Dr Edward De Bono,,,rc.nocontext,validation,sfq_25255
triviaqa,triviaqa_sfq_25458,Estelle Parsons won a best supporting actress Oscar for her role in which 1967 film?,Bonnie and Clyde,Bonnie and Clyde|Clyde Champion Barrow|Bonnie & Clyde|Bonnie Parker|Bonny & Clyde|Bonnie + Clyde|Bonny and Clyde|Bonnie&Clyde|Bonnie Parker and Clyde Barrow|Clyde Barrow|Bonnie & Clide|The story of bonnie and clyde|Bonny + Clyde|Clyde Chestnut Barrow|Bonnie Elizabeth Parker,,,rc.nocontext,validation,sfq_25458
triviaqa,triviaqa_bb_3108,According to Latin grammatical rules what is the singular of candelabra?,Candelabrum,Candelabrum,,,rc.nocontext,validation,bb_3108
triviaqa,triviaqa_tc_515,Art Garfunkel trained for which profession although he didn't qualify?,Architect,Architect|Registered Architect,,,rc.nocontext,validation,tc_515
triviaqa,triviaqa_qb_5371,Who played Brad Pitt’s wife Theresa Mills in the film ‘Seven’?,Gwyneth Paltrow,Gwyneth Paltrow|Gwynyth Paltrow|Gwneth Paltrow|Gwyneth Paltro|Gwynnyth Paltrow|Gwenneth Paltrow|Gwenyth Paltrow|Gwyneth K. Paltrow|Gwyneth K Paltrow|Gweneth Paltrow|Gwennyth Paltrow|Gwyneth Kate Paltrow|Gwynneth Paltrow,,,rc.nocontext,validation,qb_5371
triviaqa,triviaqa_tc_2295,In which city was John Lennon murdered?,New York,"New York|New Yourk State|N Y|NYS|Neo York|Nova York|State of new york|Ny|Nueva York (estado)|New York (state)|U.S. state of New York|New York state|New York, U.S.|State New York|New York's|State of new yourk|New York (U.S. state)|New Yrok|New York (USA State)|New-York|The State of New York|US state of New York|New York, US|Religion in New York|New Yourk|New York State's|Estado Nueva York|New york population|New York, U.S.A|Estado de Nueva York|New York (U.S. state",,,rc.nocontext,validation,tc_2295
triviaqa,triviaqa_odql_11103,Which of the London Livery Companies is first in order of preference?,Worshipful Company of MERCERS,Worshipful Company of MERCERS|The Mercers' Company|Mercers Company|Mercers' Company|Mercers,,,rc.nocontext,validation,odql_11103
triviaqa,triviaqa_qw_15968,"On 30 September 1399, Henry Bolingbroke, Duke of Lancaster, became better known as whom?",King Henry IV of England,"King Henry IV of England|Henry IV (England)|Henry Bollinbroke|Henry IV (of England)|Henry IV of England|Henry Bolinbroke|Henry of Bolingbroke|Henry IV, King of England|Henry Bolingbroke|Henry IIII of england",,,rc.nocontext,validation,qw_15968
